जिला,विधानसभा,जिला पंचायत वार्ड
हाथरस,80. Sikandra Rao,1-सिकन्दराराऊ प्रथम
हाथरस,80. Sikandra Rao,2-सिकन्दराराऊ द्वितीय
हाथरस,80. Sikandra Rao,3-सिकन्दराराऊ तृतीय
हाथरस,80. Sikandra Rao,4-हसायन प्रथम
हाथरस,80. Sikandra Rao,5-हसायन द्वितीय
हाथरस,80. Sikandra Rao,6-हसायन तृतीय
हाथरस,80. Sikandra Rao,7-हसायन चतुर्थ
हाथरस,78. Hathras,8-सासनी प्रथम
हाथरस,78. Hathras,9-सासनी द्वितीय
हाथरस,78. Hathras,10-सासनी तृतीय
हाथरस,78. Hathras,11-सासनी चतुर्थ
हाथरस,79. Sadabad,12-मुरसान प्रथम
हाथरस,79. Sadabad,13-मुरसान द्वितीय
हाथरस,79. Sadabad,14-मुरसान तृतीय
हाथरस,79. Sadabad,15-सादाबाद प्रथम
हाथरस,79. Sadabad,16-सादाबाद द्वितीय
हाथरस,79. Sadabad,17-सादाबाद तृतीय
