जिला,नगर निगम,विधानसभा,वार्ड
मेरठ,नगर निगम - 1-मेरठ,48. Meerut City,69-सराय लाल दास
मेरठ,नगर निगम - 1-मेरठ,49. Meerut South,70-ईस्माइलनगर
मेरठ,नगर निगम - 1-मेरठ,49. Meerut South,71-दक्षिणी इस्लामाबाद
मेरठ,नगर निगम - 1-मेरठ,49. Meerut South,72-पुर्वी इस्लामाबाद
मेरठ,नगर निगम - 1-मेरठ,49. Meerut South,73-मन्जूर नगर
मेरठ,नगर निगम - 1-मेरठ,49. Meerut South,74-पुर्वाफय्याजअली
मेरठ,नगर निगम - 1-मेरठ,49. Meerut South,75-शाहजहां कॉलोनी
मेरठ,नगर निगम - 1-मेरठ,48. Meerut City,76-श्यामनगर पश्चिमी
मेरठ,नगर निगम - 1-मेरठ,48. Meerut City,77-लक्खीपुरा
मेरठ,नगर निगम - 1-मेरठ,48. Meerut City,79-किदवई नगर
मेरठ,नगर निगम - 1-मेरठ,48. Meerut City,80-करीम नगर
मेरठ,नगर निगम - 1-मेरठ,48. Meerut City,81-तारापुरी
मेरठ,नगर निगम - 1-मेरठ,48. Meerut City,82-फखरुद्दीन अली अहमद नगर पूर्वी
मेरठ,नगर निगम - 1-मेरठ,48. Meerut City,83-फखरुद्दीन अली अहमद नगर पश्चिमी प्रथम
मेरठ,नगर निगम - 1-मेरठ,48. Meerut City,84-फखरुद्दीन अली अहमद नगर पश्चिमी- द्वितीय
मेरठ,नगर निगम - 1-मेरठ,49. Meerut South,85-जाकिर हुसैन कॉलोनी
मेरठ,नगर निगम - 1-मेरठ,49. Meerut South,86-जाकिर हुसैन कॉलोनी उत्तरी
मेरठ,नगर निगम - 1-मेरठ,49. Meerut South,87-जाकिर हुसैन कॉलोनी दक्षिणी
मेरठ,नगर निगम - 1-मेरठ,48. Meerut City,88-श्यामनगर पूर्वी
मेरठ,नगर निगम - 1-मेरठ,49. Meerut South,89-रशीद नगर
मेरठ,नगर निगम - 1-मेरठ,49. Meerut South,90-फिरोज नगर
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,1-श्रद्धेय अटल बिहारी बाजपेई
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,2-शारदा नगर द्वितीय वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,3-इब्राहिमपुर द्वितीय
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,4-इब्राहिमपुर प्रथम
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,5-राजा बिजली पासी द्वितीय
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,6-राजा बिजली पासी प्रथम वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,7-मा0 लाल जी टण्डन
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,8-अम्बेडकर नगर वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,9-मा0 कल्याण सिंह
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,10-सरोजनी नगर प्रथम
लखनऊ,नगर निगम - 1-लखनऊ,169. Bakshi Ka Talab,11-शहीद भगत सिंह द्वितीय
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,12-खरगापुर सरसवां
लखनऊ,नगर निगम - 1-लखनऊ,169. Bakshi Ka Talab,13-शहीद भगत सिंह प्रथम
लखनऊ,नगर निगम - 1-लखनऊ,169. Bakshi Ka Talab,14-भरवारा मल्हौर
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,15-लाल बहादुर शास्त्री प्रथम
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,16-फैजुल्लागंज चतुर्थ वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,17-महात्मा गांधी - विक्रमादित्य वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,18-सरोजनी नगर द्वितीय
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,19-शारदा नगर प्रथम
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,20-न्यू हैदरगंज तृतीय वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,21-मालवीय नगर वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,169. Bakshi Ka Talab,22-जानकीपुरम तृतीय
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,23-गुरूनानक नगर
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,24-सआदतगंज वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,25-बाबू कुंज बिहारी - ओमनगर
लखनऊ,नगर निगम - 1-लखनऊ,173. Lucknow East,26-ऐशबाग वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,27-बालागंज
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,28-राम मोहन राय
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,29-खरिका द्वितीय वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,30-खरिका प्रथम वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,31-जानकी पुरम प्रथम
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,32-आलम नगर वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,33-लालकुंआ
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,34-हजरतगंज-रामतीर्थ वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,170. Sarojini Nagar,35-हिन्द नगर
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,36-केशरी खेडा वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,37-गोमती नगर
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,38-कन्हैया माधवपुर द्वितीय वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,39-न्यू हैदरगंज द्वितीय
लखनऊ,नगर निगम - 1-लखनऊ,173. Lucknow East,40-इन्दिरा प्रियदर्शनी वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,41-रामजी लाल नगर-सरदार पटेल नगर वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,173. Lucknow East,42-शंकरपुरवा द्वितीय वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,169. Bakshi Ka Talab,43-इस्माईलगंज वार्ड द्वितीय
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,44-फैजुल्लागंज द्वितीय
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,45-गुरूगोविन्द सिंह
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,46-कुंवर ज्योति प्रसाद वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,47-डालीगंज-निरालानगर वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,48-फैजुल्लागंज प्रथम
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,49-महाकवि जय शंकर प्रसाद वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,169. Bakshi Ka Talab,50-चिनहट प्रथम वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,173. Lucknow East,51-इस्माईलगंज वार्ड प्रथम
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,52-कन्हैया माधवपुर प्रथम वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,173. Lucknow East,53-महानगर
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,54-गीतापल्ली वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,55-रानी लक्ष्मी बाई वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,56-विद्यावती द्वितीय
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,57-बाबू बनारसी दास वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,58-मोतीलाल नेहरू नगर-चन्द्रभानु गुप्त नगर
लखनऊ,नगर निगम - 1-लखनऊ,173. Lucknow East,59-काल्विन कालेज -निशांतगंज वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,60-विद्यावती तृतीय वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,61-तिलक नगर-कुण्डरी रकाबगंज वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,62-रफी अहमद किदवई वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,63-अयोध्यादास द्वितीय वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,64-विद्यावती प्रथम
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,65-चित्रगुप्त नगर वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,169. Bakshi Ka Talab,66-चिनहट द्वितीय वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,67-लाला लाजपत राय वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,173. Lucknow East,68-बाबू जगजीवन राम वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,69-जगदीश चन्द्र बोस वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,70-पेपर मिल कालोनी
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,71-मनकामेश्वर मन्दिर
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,72-शंकरपुरवा तृतीय वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,73-फैजुल्लागंज तृतीय वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,74-जानकी पुरम द्वितीय
लखनऊ,नगर निगम - 1-लखनऊ,169. Bakshi Ka Talab,75-भारतेन्दु हरिश्चन्द्र वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,76-राजीव गांधी प्रथम
लखनऊ,नगर निगम - 1-लखनऊ,173. Lucknow East,77-मैथली शरण गुप्त वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,78-लेबर कालोनी वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,79-राजाजीपुरम वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,173. Lucknow East,80-इन्दिरा नगर वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,81-मल्लाही टोला द्वितीय
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,82-त्रिवेणी नगर वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,83-न्यू हैदरगंज प्रथम
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,84-कदम रसूल वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,85-मल्लाही टोला प्रथम
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,86-लोहिया नगर वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,87-गोला गंज
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,88-बशीरत गंज -गणेश गंज वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,89-शीतला देवी वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,90-राजेन्द्र नगर
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,91-विवेका नन्द पुरी वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,92-शंकरपुरवा प्रथम वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,93-हुसैना बाद वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,94-दौलतगंज वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,95-मौलवीगंज वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,173. Lucknow East,96-लाल बहादुर शास्त्री वार्ड द्वितीय
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,97-गढी पीर खां वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,98-नजरबाग - यदुनाथ सान्याल
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,99-आचार्य नरेन्द्र देव वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,169. Bakshi Ka Talab,100-राजीव गांधी द्वितीय
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,101-अम्बर गंज वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,102-मौलाना कल्बे आबिद
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,103-मशकगंज-वजीरगंज वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,104-यहियागंज-नेता सुभाष चन्द्र बोस वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,105-काश्मीरी मोहल्ला वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,106-चौक बाजार कालीजी
लखनऊ,नगर निगम - 1-लखनऊ,175. Lucknow Cantt,107-राजा बाजार वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,171. Lucknow West,108-भवानी गंज वार्ड
लखनऊ,नगर निगम - 1-लखनऊ,174. Lucknow Central,109-अलीगंज शेखापुर
लखनऊ,नगर निगम - 1-लखनऊ,172. Lucknow North,110-अयोध्या दास प्रथम वार्ड
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,1-लहरतारा
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,2-सिकरौल
वाराणसी,नगर निगम - 1-वाराणसी,386. Shivpur,3-फुलवरिया
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,4-शिवदासपुर
वाराणसी,नगर निगम - 1-वाराणसी,386. Shivpur,5-सलारपुर
वाराणसी,नगर निगम - 1-वाराणसी,386. Shivpur,6-मण्डुवाडीह
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,7-छित्तुपुर (लोको छित्तुपुर)
वाराणसी,नगर निगम - 1-वाराणसी,386. Shivpur,8-दीनापुर
वाराणसी,नगर निगम - 1-वाराणसी,386. Shivpur,9-शिवपुर
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,10-शिवपुरवा
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,11-हुकुलगंज
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,12-गोलाघाट रामनगर
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,13-रामपुर रामनगर
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,14-गनेशपुर
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,15-राजघाट
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,16-सरसौली
वाराणसी,नगर निगम - 1-वाराणसी,386. Shivpur,17-सन्दहा
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,18-नई बस्ती
वाराणसी,नगर निगम - 1-वाराणसी,386. Shivpur,19-कन्दवा
वाराणसी,नगर निगम - 1-वाराणसी,386. Shivpur,20-लोढ़ान
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,21-तरना
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,22-नगवां
वाराणसी,नगर निगम - 1-वाराणसी,387. Rohaniya,23-सीरगोबर्धनपुर
वाराणसी,नगर निगम - 1-वाराणसी,386. Shivpur,24-रमदत्तपुर
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,25-दुर्गाकुण्ड
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,26-नेवादा
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,27-जोल्हा दक्षिणी
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,28-सरायनन्दन
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,29-तुलसीपुर
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,30-पाण्डेयपुर
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,31-नरायनपुर
वाराणसी,नगर निगम - 1-वाराणसी,386. Shivpur,32-लेढ़ूपुर
वाराणसी,नगर निगम - 1-वाराणसी,387. Rohaniya,33-करौंदी
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,34-नदेसर
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,35-राजाबाजार
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,36-चौकाघाट
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,37-दनियालपुर
वाराणसी,नगर निगम - 1-वाराणसी,387. Rohaniya,38-ककरमत्ता
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,39-सुसुवाही
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,40-चेतगंज
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,41-अकथा
वाराणसी,नगर निगम - 1-वाराणसी,387. Rohaniya,42-मड़ौली
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,43-पिशाचमोचन
वाराणसी,नगर निगम - 1-वाराणसी,386. Shivpur,44-सारनाथ
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,45-जोल्हा उत्तरी
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,46-पहड़िया
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,47-बिरदोपुर
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,48-सूजाबाद
वाराणसी,नगर निगम - 1-वाराणसी,386. Shivpur,49-पिसौर
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,50-सुन्दरपुर
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,51-भेलूपुर
वाराणसी,नगर निगम - 1-वाराणसी,386. Shivpur,52-लोहता
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,53-सिगरा
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,54-नरिया
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,55-प्रहलादघाट
वाराणसी,नगर निगम - 1-वाराणसी,386. Shivpur,56-लालपुर मीरापुर बसहीं
वाराणसी,नगर निगम - 1-वाराणसी,387. Rohaniya,57-छित्तुपुर खास
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,58-खजुरी
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,59-रमरेपुर
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,60-अलईपुर
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,61-जगतगंज
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,62-डिठोरी महाल
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,63-जलालीपुरा
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,64-लल्लापुरा खुर्द
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,65-पुराना रामनगर
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,66-मध्यमेश्वर
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,67-हनुमान फाटक
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,68-कोनिया
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,69-आदि विशेश्वर
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,70-रानीपुर
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,71-बजरडीहा
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,72-घसियारी टोला
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,73-ईश्वरगंगी
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,74-बागहाड़ा
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,75-शिवाला
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,76-भगवानपुर
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,77-काजीपुरा
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,78-बाझड़ा
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,79-बिन्दु माधव
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,80-ओमकालेश्वर
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,81-कृतिवाशेश्वर
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,82-सूर्यकुण्ड
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,83-पियरी कला
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,84-गोला दीनानाथ
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,85-धूपचण्डी
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,86-पितृकुण्ड
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,87-सरैया
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,88-बलुआबीर
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,89-जंगमबाड़ी
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,90-रामापुरा
वाराणसी,नगर निगम - 1-वाराणसी,390. Varanasi Cantt,91-बंगालीटोला
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,92-लल्लापुरा कला
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,93-बागेश्वरी देवी
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,94-कमलगढ़हा
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,95-काजी सादुल्लापुरा
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,96-दशाश्वमेध
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,97-कालभैरव
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,98-जमालुद्दीनपुरा
वाराणसी,नगर निगम - 1-वाराणसी,389. Varanasi South,99-बन्धु कच्चीबाग
वाराणसी,नगर निगम - 1-वाराणसी,388. Varanasi North,100-कमालपुरा
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,1-चर्च कालोनी रौजा
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,2-बहादुर पुरा
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,3-लोधीपुर
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,4-सरायकाईयां
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,5-चिनौर
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,6-अजीजगंज
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,7-खलीलशर्की
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,8-बृजविहार कालोनी
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,9-सुभाष नगर
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,10-खिरनी बाग
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,11-अहमदपुरा
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,12-हयात पुरा
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,13-भारद्वाजी
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,14-नई बस्ती
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,15-बाबूजई
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,16-बाडूजई प्रथम
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,17-आवास विकास कालोनी
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,18-आदर्श नगर रौजा
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,19-जियाखेल
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,20-दिलाजाक
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,21-फत्तेपुररेती
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,22-एमनजई जलालनगर
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,23-लालपुर
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,24-ख्वाजा फिरोज
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,25-मोहम्मद जई
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,26-तिराही
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,27-अन्टा
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,28-बीबीजई हद्वफ
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,29-सदर बाजार
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,30-जलालनगर बाहर चुंगी
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,31-ककरा
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,32-रोशनगंज
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,33-तिलहर जई
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,34-मक्कू बजरिया
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,35-दीवानजोगराज
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,36-ताजूखेल
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,37-अहमदपुर न्याजपुर
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,38-बिजलीपुरा
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,39-बकसरियां
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,40-बाडूजई पेशावरी
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,41-सिन्जई
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,42-हुण्डालखेल
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,43-तारीन बहादुरगंज
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,44-अलीजेई
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,45-दलेलगंज
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,46-तारीन टिकली
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,47-कटिया टोला
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,48-निसरजई
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,135. Shahjahanpur,49-आनन्दनुरम कालोनी
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,50-रंगीन चौपाल
