जिला,नगर निगम,विधानसभा,वार्ड
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,51-महमन्द जंगला
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,52-कांशीराम कालोनी
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,53-रामनगर कालोनी
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,54-यूनुसखेल
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,55-मामूडी
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,56-किला
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,57-महमन्द जलालनगर
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,58-तारीन जलालनगर
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,59-हाथी थान
शाहजहांपुर,नगर निगम - 3-शाहजहॉपुर,136. Dadraul,60-गढ़ीगाड़ीपुरा
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,1-मौअज्जमपुरा
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,2-पिंजौरा बादशाहपुर
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,3-औज़पुरा
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,4-मौहम्मदपुर माफी (जे० जे० पुरम)
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,5-सड़क दूधली
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,6-वर्धमान कालौनी दरा कोटतला
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,7-जाटव नगर
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,8-दराकोटतला स्वादबैरून
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,9-ग्वालीरा
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,10-फतेहपुर जट्ट
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,11-मवीकला
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,12-खलासी लाईन उत्तरी
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,13-चकहरेटी
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,14-शारदा नगर (उत्तरी)
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,15-रेलवे क्वार्टर
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,16-नवीन नगर
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,17-गढ़ी मलूक
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,18-लेबर कॉलोनी
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,19-गोपाल नगर
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,20-जनकपुरी
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,21-हिम्मत नगर
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,23-किशनपुरा
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,24-गोविन्द नगर
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,25-आई. टी. सी. खलासी लाइन
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,26-मानकमऊ उत्तरी
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,27-दरामिलकाना
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,28-खानालमपुरा तकिया
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,29-बेरीबाग
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,30-मदनपुरी
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,31-मानकमऊ दक्षिणी
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,32-खानालमपुरा
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,33-हसनपुरकदीम
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,34-इलाहीपुरा
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,35-जवाहर पार्क
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,"36-सिराज कालोनी, दराकोटतला"
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,37-गिल कॉलोनी
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,38-न्यू माधोनगर
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,39-नाजिरपुरा
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,40-गुरुद्वारा रोड
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,41-शारदानगर (दक्षिणी)
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,42-नुमाइश कैम्प
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,43-सराय हिसामुद्दीन
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,44-कुतुबशेर
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,45-छिपियान
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,46-मोहित विहार
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,47-खालापार
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,48-आवास विकास
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,49-मुबारिक शाह
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,50-हकीकतनगर
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,51-रानीबाजार
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,52-किला नवाबगंज
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,53-प्रताप नगर-जैन बाग
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,54-नूरबस्ती
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,55-चन्द्र नगर
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,56-खाताखेडी हयात कॉलोनी
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,57-सराय मरदान अली
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,58-दीनानाथ
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,59-मटिया महल
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,60-हयात कॉलोनी
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,61-आजाद कॉलोनी
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,62-याहियाशाह
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,63-साबरी बाग़
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,64-वुड सीजनिंग प्लांट
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,65-कमला कॉलोनी
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,66-नदीम कॉलोनी
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,67-दराअली बैरून
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,68-आली आहग्रान
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,69-लोहानी सराय
सहारनपुर,नगर निगम - 1-सहारनपुर,3. Saharanpur Nagar,70-काजी-लक्खी गेट
गाजियाबाद,नगर निगम,56. Ghaziabad,पटेलनगर मुकन्दनगर
गाजियाबाद,नगर निगम,55. Sahibabad,भोवापुर
मेरठ,नगर निगम,48. Meerut City,श्यामनगर पश्चिमी
शाहजहाँपुर,नगर निगम,,हयात पुरा
सहारनपुर,नगर निगम,3. Saharanpur Nagar,प्रताप नगर-जैन बाग
